id,latitude,longtitude,grid
"1",14.353816190000000,37.890876310000003,
"2",14.353816190000000,37.890876310000003,
"3",14.353816190000000,37.890876310000003,
"4",14.353816190000000,37.890876310000003,
"5",14.353816190000000,37.890876310000003,
"6",14.353816190000000,37.890876310000003,
"7",14.353816190000000,37.890876310000003,
"8",14.353816190000000,37.890876310000003,
"9",14.353816190000000,37.890876310000003,
"10",14.353816190000000,37.890876310000003,
"11",14.353816190000000,37.890876310000003,
"12",14.288589670000000,38.210251919999997,
"13",14.288589670000000,38.210251919999997,
"14",14.288589670000000,38.210251919999997,
"15",14.288589670000000,38.210251919999997,
"16",14.288589670000000,38.210251919999997,
"17",14.288589670000000,38.210251919999997,
"18",14.288589670000000,38.210251919999997,
"19",14.288589670000000,38.210251919999997,
"20",14.288589670000000,38.210251919999997,
"21",14.288589670000000,38.210251919999997,
"22",14.288589670000000,38.210251919999997,
"23",14.288589670000000,38.210251919999997,
"24",14.109760820000000,38.473835049999998,
"25",14.109760820000000,38.473835049999998,
"26",14.109760820000000,38.473835049999998,
"27",14.109760820000000,38.473835049999998,
"28",14.109760820000000,38.473835049999998,
"29",14.109760820000000,38.473835049999998,
"30",14.109760820000000,38.473835049999998,
"31",14.109760820000000,38.473835049999998,
"32",14.109760820000000,38.473835049999998,
"33",14.109760820000000,38.473835049999998,
"34",14.109760820000000,38.473835049999998,
"46",14.086276020000000,37.983186539999998,
"47",14.086276020000000,37.983186539999998,
"48",14.086276020000000,37.983186539999998,
"49",14.086276020000000,37.983186539999998,
"50",14.086276020000000,37.983186539999998,
"51",14.086276020000000,37.983186539999998,
"52",14.077557290000000,38.315677610000002,
"53",14.086276020000000,37.983186539999998,
"54",14.086276020000000,37.983186539999998,
"55",14.086276020000000,37.983186539999998,
"56",14.086276020000000,37.983186539999998,
"57",13.642517180000000,38.119182230000000,
"58",13.642517180000000,38.119182230000000,
"59",13.642517180000000,38.119182230000000,
"60",13.642517180000000,38.119182230000000,
"61",13.642517180000000,38.119182230000000,
"62",13.642517180000000,38.119182230000000,
"63",13.642517180000000,38.119182230000000,
"64",13.642517180000000,38.119182230000000,
"65",13.642517180000000,38.119182230000000,
